,comment_id,parent_id,author_name,author_url,comment_text,published_at,like_count,source_id
611,UgzY0iW0gWObOF5RtqJ4AaABAg,,@lesliestevenson3672,https://yt3.ggpht.com/ytc/AIdro_m0TWGDJ1pPXYKd1OWZSHyNjjQEhHTuPiVpVP_rKDXXx93mplIIvtbIMrbtzIhsrc4YVA=s48-c-k-c0x00ffffff-no-rj,going good day quicksand were we,2021-09-24T21:33:50Z,1,1
612,Ugyp8KtNyqst94RMsMF4AaABAg,,@lesliestevenson3672,https://yt3.ggpht.com/ytc/AIdro_m0TWGDJ1pPXYKd1OWZSHyNjjQEhHTuPiVpVP_rKDXXx93mplIIvtbIMrbtzIhsrc4YVA=s48-c-k-c0x00ffffff-no-rj,the she cooking funny were were sand day,2021-09-24T21:33:27Z,1,1
613,UgxsJ7ean4rso18p3Eh4AaABAg,,@lindaho8129,https://yt3.ggpht.com/ytc/AIdro_ko1kzTL53WF5bpUFb9ki0vK6ACG6zYdtIWozlG3tk=s48-c-k-c0x00ffffff-no-rj,Dance Practice Bad Romance Vevo Dance Practice time 06:30pm 07:30pm 08:30pm Please Get Ready To Dance Cover Performing By Brothers Ian Ho,2021-09-17T16:08:15Z,0,1
614,UgxsSlkFGmCprBPzSPt4AaABAg,,@milesvariantmorales5414,https://yt3.ggpht.com/Xx4lGi4e_uI4EnvfuKqxfsVjPh0q1-PHzqJEQbtqd5ezpafoAzgb7FLMTwyTQa6P79vGJi69c6M=s48-c-k-c0x00ffffff-no-rj,Fun Fact :- You Are After TikTok/Shorts/Pinterest,2021-09-11T13:13:23Z,0,1
615,UgwlaYAvx46XtQZGEix4AaABAg,,@o24601o,https://yt3.ggpht.com/ytc/AIdro_nhOmz53C2JsLWnZwAE1pXrScdfgII3pzLLAWUyVNo=s48-c-k-c0x00ffffff-no-rj,1000th comment*,2021-08-11T05:35:09Z,0,1
616,UgxbUaFVhC1V-ihYj6F4AaABAg,,@actiontha5074,https://yt3.ggpht.com/6gxvhBkC-N3D4aDtdgKyEmjMUObDIhe1eQiGu3DE1is1QL9ODpA_H9WqUcFLjDK-V4X57sM7yg=s48-c-k-c0x00ffffff-no-rj,I’m 1000,2021-08-09T10:25:05Z,0,1
617,UgyCN4DdpTBULHssu5B4AaABAg,,@julielleapollodelacruz9808,https://yt3.ggpht.com/Y0VrsZUX1rYl2BR1mAE07FB-Bpq_rCaeDvvWfhcYXrZDfLQKq5dpJF8MGEw8wGWq7j-rgumVow=s48-c-k-c0x00ffffff-no-rj,😍 big lady,2021-07-27T09:58:27Z,0,1
618,Ugxkm2J2D5OJY3uO3ad4AaABAg,,@ashleyf7708,https://yt3.ggpht.com/ytc/AIdro_leO_uknmofnmkfi5TvV8p3VkSCP1vq-CD_aATzaMI=s48-c-k-c0x00ffffff-no-rj,Thousandth comment!,2021-07-22T22:15:11Z,0,1
619,UgxAwZIRZqRSMfhdL7x4AaABAg,,@llirill_rr,https://yt3.ggpht.com/nTt8Ucp6MujBSIUvMhXgeRYcaAN6pTZ4N5x9jGWHLQDe0-59sBE78IOEhw9dH3EaK_x0DBRIGag=s48-c-k-c0x00ffffff-no-rj,MUGSHOT during during a day and I think 🤔would dgddu,2021-07-22T12:02:58Z,0,1
620,UgzscuWW13KYENcG_754AaABAg,,@rasspberrypiee,https://yt3.ggpht.com/_h1JCqKTqzO8IZgU1_pZQt0cOKXzm6A0qCCDa40326kEGVHjmU-9DdVEZHw8wgOgnmTUcdmVbQ=s48-c-k-c0x00ffffff-no-rj,Tam 4 yıl,2021-07-17T14:10:22Z,1,1
621,Ugx6zc_pq2-luI0i3D54AaABAg,,@rubygracemoseley8144,https://yt3.ggpht.com/ytc/AIdro_np-crvfmA_C6GdEM200ou45kK6_Wp0AUx9Lysp1ns=s48-c-k-c0x00ffffff-no-rj,This is one of the songs that brings me back to my child hood. I actually heard it on the radio a few months ago and I hadn’t heard this on the radio in years,2021-07-07T05:00:51Z,877,1
622,Ugx6zc_pq2-luI0i3D54AaABAg.9PUMzxTADq19w8AFpHX5Ax,Ugx6zc_pq2-luI0i3D54AaABAg,@arnaudcheng2698,https://yt3.ggpht.com/ytc/AIdro_lImVEFshLCzwKPwsKil_wI44W3fLO5VgHisdM_-Jtm5ZMsPSMXFTRot9-tSU3zW38Ftw=s48-c-k-c0x00ffffff-no-rj,❤,2023-10-21T15:53:41Z,7,1
623,Ugx6zc_pq2-luI0i3D54AaABAg.9PUMzxTADq1A8TLF8a6HJR,Ugx6zc_pq2-luI0i3D54AaABAg,@balkee42,https://yt3.ggpht.com/jVOKWQs9MkV2IjPbiOhzmxCfysOOEkAvsTiFwMNsNxkVV9a6XmTXI7N-FSicgHkaqUDPXwZVhQ=s48-c-k-c0x00ffffff-no-rj,Childhood? Seems like yesterday i bought the cd on vacation.,2024-09-17T00:01:53Z,1,1
624,Ugx6zc_pq2-luI0i3D54AaABAg.9PUMzxTADq1A8TMEBO8PzJ,Ugx6zc_pq2-luI0i3D54AaABAg,@rubygracemoseley8144,https://yt3.ggpht.com/ytc/AIdro_np-crvfmA_C6GdEM200ou45kK6_Wp0AUx9Lysp1ns=s48-c-k-c0x00ffffff-no-rj,@@balkee42  Yep it does seem like it wasn’t too long ago but this song came out….15 years ago,2024-09-17T00:10:29Z,1,1
625,Ugx6zc_pq2-luI0i3D54AaABAg.9PUMzxTADq1A8TT1cm4PCC,Ugx6zc_pq2-luI0i3D54AaABAg,@balkee42,https://yt3.ggpht.com/jVOKWQs9MkV2IjPbiOhzmxCfysOOEkAvsTiFwMNsNxkVV9a6XmTXI7N-FSicgHkaqUDPXwZVhQ=s48-c-k-c0x00ffffff-no-rj,@@rubygracemoseley8144 i bougt cd at small music shop on vacation in mountains. I drove the suv and never took this cd out. Played Bad Romance over and over and over. Drove all the passengers nuts,2024-09-17T01:09:56Z,0,1
626,Ugwqw2AsOEc293DDo4F4AaABAg,,@roselivicente8214,https://yt3.ggpht.com/ytc/AIdro_l79ln7Gg_YLcngqBD1cIIODFxNHmf_9n7Zh0uj2Yg=s48-c-k-c0x00ffffff-no-rj,A,2021-07-06T19:05:30Z,2,1
627,UgwLw3OzOS5RqZiJRVl4AaABAg,,@MaskdC,https://yt3.ggpht.com/xodRaDdQbbYuAMUOlGUWoUR8QTiS0281uLJOSOJN7846QMJiLAGzXhbHoUB3EtSTVVbKP7A6=s48-c-k-c0x00ffffff-no-rj,I love this song 😁,2021-07-05T22:04:00Z,7,1
628,UgzXXPgfLIJ_7FYqHmV4AaABAg,,@uh1982,https://yt3.ggpht.com/RVhb8O2YJ4fRDc3KpuzxSKyznjPJNKiKk1GCQJILCHlO47YNhVXocZ6tNgEBM_ujNCsO7tmPCw=s48-c-k-c0x00ffffff-no-rj,Ok but why does she say my name,2021-06-27T20:37:27Z,1,1
629,Ugz2hDJhN0dvzKlJvGZ4AaABAg,,@LadyDemon,https://yt3.ggpht.com/6I9E7F-pcSf7TBCzxB0QSrBgXCTyXyHjO17eZ4Ey2U3WdzlFtZzJSKE_oTSIYpiD8Ye2vaHGEQ=s48-c-k-c0x00ffffff-no-rj,3:40,2021-06-26T20:51:21Z,0,1
630,Ugwfoybyy8HufUA5dkB4AaABAg,,@LadyDemon,https://yt3.ggpht.com/6I9E7F-pcSf7TBCzxB0QSrBgXCTyXyHjO17eZ4Ey2U3WdzlFtZzJSKE_oTSIYpiD8Ye2vaHGEQ=s48-c-k-c0x00ffffff-no-rj,1:10,2021-06-24T11:24:24Z,0,1
631,UgyqflfmRKhMOmYWoa54AaABAg,,@bxirt1188,https://yt3.ggpht.com/O_FrUkbXXNdK5JCw0yzv6QUmTIoX0pMLjhGPvsj2yZJLVgvuT7zJS9gkjAt_go4lQJ4nd3THpg=s48-c-k-c0x00ffffff-no-rj,Twis ty,2021-06-23T23:53:21Z,0,1
632,Ugz1o4Cy0YotfDTODDJ4AaABAg,,@SpongeBobNumberFan-tx8un,https://yt3.ggpht.com/5SXZG2tAkOJxvdqEQ7xMxQTfClPorC50Zhbrt1gy9PN9KUudJm5gufsxqOMRS4SCMTf1GnDX=s48-c-k-c0x00ffffff-no-rj,I really like this song,2021-06-23T01:45:49Z,7,1
633,UgxmkYbC-6flbyb7fR54AaABAg,,@miriangabriel6488,https://yt3.ggpht.com/ytc/AIdro_k4TAGtYC6zqYWPIaztW_yHtbhSfND2QF6CAUtNYf8=s48-c-k-c0x00ffffff-no-rj,I love this music,2021-06-21T22:25:19Z,8,1
634,UgzRecM4Ai8b7NCpGsx4AaABAg,,@inthedark5228,https://yt3.ggpht.com/ygNNEzfM0--0FzNIEmdXulWFGzkPLsnFi7EQ7f2HB1D5LD2Vcpdv0niocYJIBe80btj8ZiaC=s48-c-k-c0x00ffffff-no-rj,"Infância boa kkk , anos 2000 foi bom

Medo de virar aqueles boomers comentando em suas músicas no YouTube kkk",2021-06-09T23:03:24Z,0,1
635,UgySTRgkFR-diFAksQl4AaABAg,,@javierangulo4531,https://yt3.ggpht.com/ytc/AIdro_nwg_y80MWpIvy9QDBjr-MWyWjrGIpWH5jDML10-RM=s48-c-k-c0x00ffffff-no-rj,太漂亮了，我的朋友,2021-05-21T01:55:46Z,0,1
636,UgzTCrZz2hc--83Cx0l4AaABAg,,@Kwuik_Channel2,https://yt3.ggpht.com/rYJxU60UlR8636tr92ChitEDUDLrVFWhFALUW401oo9XTAtP2L4H4ygf1Uj-2eThNAN4Zicp-g=s48-c-k-c0x00ffffff-no-rj,I was like 5 years when this came out LOL,2021-05-16T07:59:52Z,1,1
637,UgyChB9bzc_NcJexvTx4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Olivia how many mommies do you have two you have two mommies,2021-04-24T21:07:44Z,0,1
638,Ugw78GjySFh0iqO0DQl4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,You gotta get Olivia all of Olivia’s kids are up Oli come here Oli come and take a look outside,2021-04-24T21:06:26Z,0,1
639,UgyJaVHNdt4zqZsPWZp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia is bright she’s smart she’s intelligent and she’s amazing Oli come down stairs mommy wanna talk to you,2021-04-24T21:04:58Z,1,1
640,UgyJaVHNdt4zqZsPWZp4AaABAg.9MXYVc4SxUi9k2YS3vE7vq,UgyJaVHNdt4zqZsPWZp4AaABAg,@Empress_diorr,https://yt3.ggpht.com/G6hcZRkPAs-hXan57i7tEwkMI2QhU52atSjHpDW-8IT4q6hUDsI3saYTybyvVPamqNgYq1ld=s48-c-k-c0x00ffffff-no-rj,FR,2022-12-25T05:12:53Z,1,1
641,UgwgRe87GtBoOmcbtnx4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Hanna was a musican when I was a little girl she and Zoe will sing such beautiful songs,2021-04-24T21:02:09Z,1,1
642,Ugwwqpmx6h3pdxIyff14AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Gabriella can you hear me it’s Olivia,2021-04-24T21:00:15Z,0,1
643,Ugy2bWZG7yA3N4f_5Wh4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia if you bring it to his family you will return home no more music,2021-04-24T20:59:26Z,0,1
644,UgwbRO6KCTmsUh-BHXt4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia you will listen to your family no more music and an argument,2021-04-24T20:58:04Z,0,1
645,UgypZkXz0vIQN6GbWsl4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Olivia Olivia our Olivititititititita,2021-04-24T20:57:02Z,0,1
646,UgyhQY27Xi0Sl-O3al94AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia we need Mama Imelda,2021-04-24T20:56:01Z,0,1
647,UgxPH23coiT8FeJ2LeZ4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Mama Imelda,2021-04-24T20:55:31Z,0,1
648,UgxNjzngRcQxyug0UUp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,How are you Emily actually my name is Olivia,2021-04-24T20:54:54Z,0,1
649,UgwrZaBblmP_BNMVxuh4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Hey guys it’s Sierra and I’m Olivia and we are the Haschak sisters,2021-04-24T20:52:43Z,0,1
650,UgyZPhHwtcZln3cC2vl4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Hey guys I’m Madison I’m Gracie I’m Sierra and I’m Olivia and we are the Haschak sisters,2021-04-24T20:51:53Z,0,1
651,UgxBzyQWkrLCtB7duDZ4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Watch me whip now watch me nya nya,2021-04-24T19:57:59Z,0,1
652,UgyWNR9l3jiJt-ZutLp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Orange nya nya style,2021-04-24T19:56:31Z,0,1
653,UgzHgReb47JpY6Ojeqp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,I swear to god I never fall in love they use surround it I can’t get enough of it,2021-04-24T19:52:42Z,1,1
654,UgzJNKx1V41U6X3qZLR4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Hello guys welcome back to my channel I’m Olivia Gabriella stop copying me,2021-04-24T19:02:36Z,0,1
655,UgzSfT6kFXIq1XPiXqN4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Hey Olivia,2021-04-24T19:01:16Z,0,1
656,UgyffeEMHGggYnNHULx4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Gracie Haschak Sierra Haschak Olivia Haschak Madison Haschak,2021-04-24T19:00:42Z,0,1
657,UgzHnSbBgv1_GnsIoCB4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Hey guys I’m Matt with Olivia Haschak,2021-04-24T18:59:52Z,0,1
658,UgzV8EP8kjA0fipDKpp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,It’s me Olivia who Olivia is me Olivia it’s a joke I’m not a grandma I’m just Olivia look ready it’s me it’s me Olivia Gabriella it’s me it’s me girl Olivia #grandmaolivia you’re Liv’s grandma you’re Liv’s grandma no I’m Liv no you’re not Olivia,2021-04-24T18:58:11Z,0,1
659,UgyMSNY4tLzsMPCS1LR4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,I’m Olivia Liv always helping out,2021-04-24T18:54:25Z,0,1
660,UgwsJC_siTBY-uL1iKB4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Who are you again it’s me Olivia Olivia,2021-04-24T18:53:42Z,0,1
661,UgyOfffGth65pf4Ds_N4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Uh Gabriella Olivia water broke,2021-04-24T18:53:11Z,0,1
662,UgxhgS5cGROLZyETFgt4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia what have you been up too well Olivia,2021-04-24T18:52:19Z,0,1
663,UgzR8XdAhCIwUftT4K14AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,We’re so glad you’ve joined us because we’re gonna have such a fun time isn’t that right Olivia,2021-04-24T18:51:30Z,1,1
664,UgzBYFUIRGRzWvZGMdN4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia and Olivia Pig,2021-04-24T18:50:22Z,0,1
665,Ugw5tLYT1ooDksVedLR4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,We’ve only got one of them good for you,2021-04-24T18:49:17Z,0,1
666,UgzZRUnkTBFAdQXL3V94AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Not bad there’s one,2021-04-24T18:48:15Z,0,1
667,Ugwd6JunaxZLxQggUVB4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,I don’t believe it you know how many they are one,2021-04-24T18:47:53Z,0,1
668,Ugx9DMbJzWQz2ceba5R4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Happy Birthday to you Happy Birthday to you Happy Birthday dear Olivia sing please Happy Birthday to you Happy Birthday Olivia,2021-04-24T18:47:12Z,0,1
669,UgyfFt-ZcADVKC-riVB4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,What’s your name Olivia Olivia how old are you turning Olivia eight,2021-04-24T18:44:50Z,0,1
670,UgyDMRQH_xBKCvYTbEt4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,This is my friend Olivia and she is turning eight years old,2021-04-24T18:44:04Z,0,1
671,UgyjBWL0N_nJWVwm6nF4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia,2021-04-24T18:42:51Z,0,1
672,UgxwMZMfxPxSYEXxzLZ4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Olivia Olivia Olivia Olivia Olivia Olivia Olivia get over here right now,2021-04-24T18:42:06Z,0,1
673,UgzPk7iFWi0MEQ39Xfp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,What the heck who are you stranger hold on a second you just like Olivia no mom I’m Olivia,2021-04-24T18:40:57Z,0,1
674,Ugz_DbBg7iomK8hIk254AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olive what’s going on Olive Oliver how did you guys not get my name right Olivia,2021-04-24T18:38:20Z,0,1
675,UgyEc7gmPCQrb0OXK_p4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Happy Birthday Olivia here have a break thank you and thank you so much for finally getting my name right of course it’s Olivia,2021-04-24T18:37:08Z,0,1
676,UgwBnIDf17x16r8XrXt4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia and Peyton,2021-04-24T18:34:50Z,0,1
677,Ugz9J480hhPpPvqjS1B4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Olivia Willow and I,2021-04-24T18:34:34Z,0,1
678,UgzeKcm_QsrNWNBi3Pp4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Okay Olivia come down,2021-04-24T18:33:58Z,0,1
679,Ugy2zQv_Ri6ZrCqB6sV4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,They say goodnight Olivia your big day is through but how can I sleep when I wish my real mom and dad we’re here with me too,2021-04-24T18:32:47Z,0,1
680,UgwQEUWMObiRoTKwXIV4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,No it’s Olivia Olive so what if you change your outfit no it’s not Olive it’s Olivia yeah Olive with and A no Olivia with an O Olive Olivia oh so with an O so Olivia,2021-04-24T18:31:08Z,0,1
681,UgyyGc67dlQMGdBBde94AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,We have to say they say goodnight Olivia your big day is through but how can I sleep there’s still so much to do,2021-04-24T18:23:56Z,0,1
682,Ugy75nqzn-uFxbNgj1h4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Stop it Olivia sit sit that’s pathetic,2021-04-24T18:22:45Z,0,1
683,UgzCFatY-yRKXLIJ5rF4AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,Go Oli Go Oli Go Oli this is Oli’s dance car moment yay,2021-04-24T18:21:47Z,0,1
684,Ugyra0g57Obce9hTVW54AaABAg,,@AlfredChoral583,https://yt3.ggpht.com/m9chJU1EB2UpftUSjK8_FFNsWs438dH_atgwf1oy19m19ccEXOZ9WhPtExhEVLZgb_mkoIi_AA=s48-c-k-c0x00ffffff-no-rj,But before we say that we have to say goodnight to Olivia they say goodnight Olivia your big day is through but how can I sleep there’s still so much to do,2021-04-24T18:19:39Z,0,1
